Περιοχή,Είδος,Κατάστημα,Νομός,Διεύθυνση,TK,Τηλέφωνα
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1507,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1508,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1509,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1510,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1511,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1512,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1513,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1514,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1515,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1516,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1517,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1518,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1519,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1520,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1521,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1522,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1523,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1524,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1525,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1583,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1584,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1585,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1586,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1587,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1588,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1589,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1590,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1591,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1595,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1596,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1597,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1598,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1599,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1600,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1601,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1620,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1621,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1622,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1623,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1624,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1640,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1641,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1642,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1643,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1644,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1645,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1646,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1647,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1648,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1660,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1661,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1662,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1663,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1664,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1665,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1666,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1678,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1679,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1680,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1681,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1682,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1683,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1684,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1685,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1686,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1687,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1700,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1701,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1702,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1703,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1704,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1705,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1720,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1721,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,1722,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2080,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2081,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2082,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2083,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2084,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2085,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2086,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2087,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2088,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2089,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2090,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2091,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2092,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2093,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2094,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2150,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2151,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2152,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2153,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2154,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2155,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2430,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2431,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2432,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2433,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2434,77777373
Λευκωσία,,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2435,77777373
ΛΕΥΚΩΣΙΑ ΚΕΝΤΡΟ ΠΟΛΗΣ,,N8 ΛΕΥΚΩΣΙΑ city center,ΚΥΠΡΟΣ,Ευαγόρου 20,9963,77777373
Λιβάδια,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,5729,77777373
Λιβάδια Πιτσυλιάς,D3,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2754,77777373
Λιμένας Λάρνακας-Λάρνακα,,LC ΒΙ.ΠΕ ΑΡΑΔΙΠΠΟΥ ΛΑΡΝΑΚΑ,ΚΥΠΡΟΣ,ΑΡΧ.ΜΑΚΑΡΙΟΥ Γ' 127,6302,77777373
Λιμενική και Ναυτική Αστυνομία-Λεμεσός,,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,3301,77777373
Λιμνάτης,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4546,77777373
Λίμνη,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8877,77777373
Λινού,D2,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2845,77777373
ΛΙΟΠΕΤΡΙ,,LP ΛΙΟΠΕΤΡΙ,ΚΥΠΡΟΣ,1η ΑΠΡΙΛΙΟΥ 5,9968,77777373
Λιοπέτρι,,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5325,77777373
Λιοπέτρι,,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5326,77777373
Λιοπέτρι,ΔΧ,PN ΑΜΜΟΧΩΣΤΟΣ-ΠΑΡΑΛΙΜΝΙ,ΚΥΠΡΟΣ,ΣΤΑΔΙΟΥ 84,5320,77777373
Λουβαράς,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4560,77777373
Λουκρούνου,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8725,77777373
Λουτρά της Αφροδίτης,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8853,77777373
Λόφοι Αφροδίτης,D2,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8509,77777373
Λόφου,D3,LI ΚΕΝΤΡΟ ΔΙΑΛΟΓΗΣ ΛΕΜΕΣΟΥ (ΚΑΨΑΛΟΣ),ΚΥΠΡΟΣ,ΣΤΕΛΙΟΥ ΚΥΡΙΑΚΙΔΗ,4716,77777373
Λυθροδόντας,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2565,77777373
Λύμπια,D1,NI ΛΕΥΚΩΣΙΑ -ΒΙΟΜ.ΠΕΡ.ΣΤΡΟΒΟΛΟΥ,ΚΥΠΡΟΣ,ΒΑΡΚΙΖΑΣ 14,2566,77777373
Λυσός,D3,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8800,77777373
Μάα,D1,PF ΠΑΦΟΣ,ΚΥΠΡΟΣ,ΛΕΩΦ.ΜΕΣΟΓΗΣ 53,8571,77777373
